SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
ANAF1635;"Ключ динамометричний TOPTUL 1/2""x645mm 70-350Nm ANAF1635";ok;4510.00;4510.00;+0.00%;5630.00;5210.00;-7.46%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANAF2450;"Ключ динамометричний трещоточный TOPTUL 3/4""x865mm 100-500Nm";ok;6664.00;6664.00;+0.00%;8310.00;7690.00;-7.46%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANAF2470;"Ключ динамометричний моментний TOPTUL 3/4""x1092mm 140-700Nm ";ok;17223.00;17223.00;+0.00%;21430.00;19870.00;-7.28%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANAF2498;"Ключ динамометричний TOPTUL 3/4""x1230mm 140-980Nm ANAF2498";ok;22073.00;22073.00;+0.00%;27450.00;25460.00;-7.25%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANAF3298;"Динамометричний ключ для шиномонтажу авто TOPTUL 1""x1230 mm ";ok;21272.00;21272.00;+0.00%;26460.00;24540.00;-7.26%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANAM32A0;"Ключ динамометричний 1""x1250mm(L) 200-1000Nm TOPTUL ANAM32A0";ok;39439.00;39439.00;+0.00%;49030.00;45490.00;-7.22%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
ANCE1624;"Редуктор-підсилювач 1/2""х3/4"" 150Nm->1500Nm TOPTUL ANCE1624";ok;14788.00;14788.00;+0.00%;18400.00;17010.00;-7.55%;15.00%;default;Ні;*;Так;відсутній у фіді
ANCE1648;"Редуктор-підсилювач 1/2""х1-1/2"" 400Nm->4000Nm TOPTUL ANCE164";ok;45847.00;45847.00;+0.00%;56990.00;52790.00;-7.37%;15.14%;Мультипликаторы ключи;Ні;*;Так;відсутній у фіді
AOAE0809;Ключ накидний з тріскачкою і шарніром 8х9мм TOPTUL AOAE0809;ok;772.00;772.00;+0.00%;990.00;890.00;-10.10%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AOAE1011;Ключ накидний з тріскачкою і шарніром 10х11мм TOPTUL AOAE101;ok;797.00;797.00;+0.00%;1020.00;920.00;-9.80%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AOAE1719;Ключ накидний з тріскачкою і шарніром 17х19мм TOPTUL AOAE171;ok;1096.00;1096.00;+0.00%;1390.00;1270.00;-8.63%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AOAG0809;Ключ накидний з тріскачкою 8х9мм AEAR0809 TOPTUL AOAG0809;ok;465.00;465.00;+0.00%;610.00;540.00;-11.48%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AP8605-521;Форсунка для безповітряного розпилювача 818C (розмір сопла 0;ok;545.00;545.00;+0.00%;710.00;630.00;-11.27%;15.00%;default;Ні;*;Так;відсутній у фіді
AP8605-523;Форсунка для безповітряного розпилювача 818C (розмір сопла 0;ok;545.00;545.00;+0.00%;710.00;630.00;-11.27%;15.00%;default;Ні;*;Так;відсутній у фіді
AP8605-621;Форсунка для безповітряного розпилювача 818C (розмір сопла 0;ok;545.00;545.00;+0.00%;710.00;630.00;-11.27%;15.00%;default;Ні;*;Так;відсутній у фіді
AT-010K;Зачисна машинка (гравер) пневматична з комплектом шліфувальн;ok;1060.00;1060.00;+0.00%;1350.00;1180.00;-12.59%;10.47%;Пневмошлифмашины;Ні;*;Так;відсутній у фіді
AT-193;Пістолет пневматичний для видавлювання силікону (CODE.00495);ok;762.00;762.00;+0.00%;1090.00;870.00;-20.18%;13.94%;Пневматические шприцы для смазки;Так;*;Так;подешевшало на 20.2%
AT-4031B;"Дриль пневматичний 3/8 (1800об/хв; реверс) AIRKRAFT AT-4031B";ok;1376.00;1376.00;+0.00%;1740.00;1530.00;-12.07%;11.18%;Пневмодрели;Ні;*;Так;відсутній у фіді
AT-4038C;Дриль пневматичний прямий 3/8 (2500об/хв) AIRKRAFT AT-4038C;ok;1318.00;1318.00;+0.00%;2040.00;1470.00;-27.94%;11.18%;Пневмодрели;Ні;*;Так;відсутній у фіді + подешевшало на 27.9%
AT-480;"Напилок пневматичний (10мм*330мм;16000об/хв) AIRKRAFT AT-480";ok;1994.00;1994.00;+0.00%;10720.00;2210.00;-79.38%;10.47%;Пневмошлифмашины;Так;*;Так;подешевшало на 79.4%
AT-6017;"Заклепочник пневмогідравлічний 1/4"" (3.2мм 4.0мм 4.8мм 6.0мм";ok;3343.00;3343.00;+0.00%;4180.00;3700.00;-11.48%;10.63%;Пневматические заклепочники;Ні;*;Так;відсутній у фіді
AT-7032B;Зачисна машинка пневматична (25000об/хв) AIRKRAFT AT-7032B;ok;656.00;656.00;+0.00%;850.00;730.00;-14.12%;10.47%;Пневмошлифмашины;Ні;*;Так;відсутній у фіді
AT-7038B;Ножиці вирубні пневматичні для різання листового металу (до ;ok;1555.00;1555.00;+0.00%;1960.00;1790.00;-8.67%;15.00%;default;Ні;*;Так;відсутній у фіді
AT-8039P;Голчастий зачисний молоток пневматичний для очищення поверхо;ok;3441.00;3441.00;+0.00%;4300.00;3800.00;-11.63%;10.38%;Пневматические отбойные молотки;Ні;*;Так;відсутній у фіді
AT-980-5;Шліфувальна машинка пневматична орбітальна (Non-vacuum type);ok;1827.00;1827.00;+0.00%;2300.00;2020.00;-12.17%;10.47%;Пневмошлифмашины;Ні;*;Так;відсутній у фіді
ATC-09;Насадка для пистолета подкачки колес 8мм AIRKRAFT ATC-09;ok;42.00;45.00;+7.14%;80.00;60.00;-25.00%;15.24%;Пневматические пистолеты подкачки шин;Так;*;Так;подешевшало на 25.0%
ATF-A6;Обладнання для обслуговування АКПП AOMAI ATF-A6;ok;78760.00;78760.00;+0.00%;103960.00;89740.00;-13.68%;13.94%;Оборудование для замены масел и смазок;Ні;*;Так;відсутній у фіді
AW-1150;Ключ розвідний 150мм СТАНДАРТ;ok;136.00;136.00;+0.00%;200.00;160.00;-20.00%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді + подешевшало на 20.0%
AW-1200;Ключ розвідний 200мм СТАНДАРТ;ok;177.00;177.00;+0.00%;1020.00;210.00;-79.41%;15.21%;Разводные ключи;Так;*;Так;подешевшало на 79.4%
AW-1250;Ключ розвідний 250мм СТАНДАРТ;ok;256.00;256.00;+0.00%;350.00;300.00;-14.29%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AW-1300;Ключ розвідний 300мм СТАНДАРТ;ok;353.00;353.00;+0.00%;470.00;410.00;-12.77%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AW-1380;Ключ розвідний 380мм 0-47мм СТАНДАРТ AW-1380;ok;598.00;598.00;+0.00%;1750.00;690.00;-60.57%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді + подешевшало на 60.6%
AWJ3-085;Ключ динамометричний двосторонньої дії 3/8 4.25- 85Nm PROTES;ok;6754.00;6754.00;+0.00%;8420.00;7800.00;-7.36%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWJ3-135;Ключ динамометричний двосторонньої дії 3/8 6.75-135Nm PROTES;ok;7458.00;7458.00;+0.00%;9290.00;8610.00;-7.32%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWJ4-200;Ключ динамометричний двосторонньої дії 1/2 10-200Nm PROTESTE;ok;8136.00;8136.00;+0.00%;10140.00;9390.00;-7.40%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWJ4-340;Ключ динамометричний двосторонньої дії 1/2 17-340Nm PROTESTE;ok;7572.00;7572.00;+0.00%;9440.00;8740.00;-7.42%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWJ6-500;Ключ динамометричний двосторонньої дії 3/4 25-500Nm PROTESTE;ok;20148.00;20148.00;+0.00%;25060.00;23240.00;-7.26%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWM-10;Ключ динамометричний двосторонньої дії 1/4 (0.3-10Nm) PROTES;ok;4743.00;4743.00;+0.00%;5920.00;5480.00;-7.43%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWM-100;Ключ динамометричний двосторонньої дії 1/2 (3-100Nm) PROTEST;ok;5425.00;5425.00;+0.00%;7160.00;6260.00;-12.57%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWM-30;Ключ динамометричний двосторонньої дії 1/4 (0.9-30Nm) PROTES;ok;4748.00;4748.00;+0.00%;5930.00;5480.00;-7.59%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWM-60;Ключ динамометричний двосторонньої дії 3/8 (1.8 60Nm) PROTES;ok;5152.00;5152.00;+0.00%;6430.00;5950.00;-7.47%;15.34%;Динамометрические ключи;Ні;*;Так;відсутній у фіді
AWR2150;Ключ розвідний з прогумованою ручкою 150мм СТАНДАРТ;ok;141.00;141.00;+0.00%;200.00;170.00;-15.00%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AWR2250;Ключ розвідний з прогумованою ручкою 250мм СТАНДАРТ;ok;300.00;300.00;+0.00%;400.00;350.00;-12.50%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AWSJ3150;Ключ розвідний тонкі губки 150мм 0-35мм СТАНДАРТ AWSJ3150;ok;373.00;373.00;+0.00%;490.00;430.00;-12.24%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AWSJ3200;Ключ розвідний тонкі губки 200мм 0-40мм СТАНДАРТ AWSJ3200;ok;480.00;480.00;+0.00%;620.00;560.00;-9.68%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AWSJ3300;Ключ розвідний тонкі губки 300мм 0-60мм СТАНДАРТ AWSJ3300;ok;1099.00;1099.00;+0.00%;1390.00;1270.00;-8.63%;15.21%;Разводные ключи;Ні;*;Так;відсутній у фіді
AXG00010003;Робочий комбінезон TOPTUL (розмір XL);ok;4660.00;4660.00;+0.00%;5820.00;5360.00;-7.90%;15.00%;default;Ні;*;Так;відсутній у фіді
AXG00010004;Робочий комбінезон TOPTUL (розмір 2L);ok;4882.00;4882.00;+0.00%;6090.00;5620.00;-7.72%;15.00%;default;Ні;*;Так;відсутній у фіді
AXG00012201;Робочий комбінезон відкритий TOPTUL (розмір M);ok;4888.00;4888.00;+0.00%;6100.00;5630.00;-7.70%;15.00%;default;Ні;*;Так;відсутній у фіді
AXG00012202;Робочий комбінезон відкритий TOPTUL (розмір L);ok;5346.00;5346.00;+0.00%;6670.00;6150.00;-7.80%;15.00%;default;Ні;*;Так;відсутній у фіді
AYQ-6;Викрутка динамометрична 1.0-6.0Nm PROTESTER AYQ-6;ok;3401.00;3401.00;+0.00%;4250.00;3930.00;-7.53%;15.29%;Отвертки;Ні;*;Так;відсутній у фіді
B24V;Установка для вакуумного відкачування масла (24л);ok;8655.00;8655.00;+0.00%;28840.00;9870.00;-65.78%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 65.8%
B8010KV;Установка для вакуумного відкачування масла з мірною колбою ;ok;10238.00;8190.00;-20.00%;12750.00;9340.00;-26.75%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 26.7%
B8010KVS;Установка для зливу і вакуумної відкачки масла з мірною колб;ok;12305.00;9843.00;-20.01%;15320.00;11220.00;-26.76%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 26.8%
B80S;Установка для зливу масла металева (80л);ok;4555.00;3644.00;-20.00%;7230.00;4160.00;-42.46%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 42.5%
B80VS;Установка для зливу і вакуумної відкачки масла (80л) B80VS G;ok;9904.00;7922.00;-20.01%;17970.00;9030.00;-49.75%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 49.7%
BAAR1216;"Свічна головка 16мм 3/8"" TOPTUL BAAR1216";ok;92.00;92.00;+0.00%;140.00;110.00;-21.43%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 21.4%
BAAR1616;"Свічна головка 16мм 1/2"" TOPTUL BAAR1616";ok;92.00;92.00;+0.00%;140.00;110.00;-21.43%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 21.4%
BAAU1616;"Свічна головка 16мм 1/2"" (тонка) TOPTUL BAAU1616";ok;99.00;99.00;+0.00%;150.00;120.00;-20.00%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 20.0%
BAEA0804;"Головка торцева 1/4"" 4мм TOPTUL BAEA0804";ok;18.00;18.00;+0.00%;50.00;40.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
BAEA0805;"Головка торцева 1/4"" 5мм TOPTUL BAEA0805";ok;18.00;18.00;+0.00%;50.00;40.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
BAEA0806;"Головка торцева 1/4"" 6мм TOPTUL BAEA0806";ok;18.00;18.00;+0.00%;50.00;40.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
BAEA0807;"Головка торцева 1/4"" 7мм TOPTUL BAEA0807";ok;18.00;18.00;+0.00%;50.00;40.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
BAEA0808;"Головка торцева 1/4"" 8мм TOPTUL BAEA0808";ok;21.00;21.00;+0.00%;50.00;40.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
