SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
AAAT2121V4;Ключ ріжковий односторонній 21мм 1000V VDE TOPTUL AAAT2121V4;ok;979.00;979.00;+0.00%;1240.00;1130.00;-8.87%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT2222;Ключ ріжковий односторонній (посилений) 22мм TOPTUL AAAT2222;ok;265.00;265.00;+0.00%;680.00;310.00;-54.41%;15.21%;Рожковые ключи;Так;*;Так;подешевшало на 54.4%
AAAT2222V4;Ключ ріжковий односторонній 22мм 1000V VDE TOPTUL AAAT2222V4;ok;979.00;979.00;+0.00%;1240.00;1130.00;-8.87%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT2424;Ключ ріжковий односторонній (посилений) 24мм TOPTUL AAAT2424;ok;265.00;265.00;+0.00%;590.00;310.00;-47.46%;15.21%;Рожковые ключи;Так;*;Так;подешевшало на 47.5%
AAAT2424V4;Ключ ріжковий односторонній 24мм 1000V VDE TOPTUL AAAT2424V4;ok;1052.00;1052.00;+0.00%;1340.00;1220.00;-8.96%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT2727;Ключ ріжковий односторонній (посилений) 27мм TOPTUL AAAT2727;ok;369.00;369.00;+0.00%;490.00;430.00;-12.24%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3030;Ключ ріжковий односторонній (посилений) 30мм TOPTUL AAAT3030;ok;433.00;433.00;+0.00%;570.00;500.00;-12.28%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3232;Ключ ріжковий односторонній (посилений) 32мм TOPTUL AAAT3232;ok;532.00;532.00;+0.00%;690.00;620.00;-10.14%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3333;Ключ ріжковий односторонній (посилений) 33мм TOPTUL AAAT3333;ok;549.00;549.00;+0.00%;710.00;640.00;-9.86%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3434;Ключ ріжковий односторонній (посилений) 34мм TOPTUL AAAT3434;ok;549.00;549.00;+0.00%;710.00;640.00;-9.86%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3636;Ключ ріжковий односторонній (посилений) 36мм TOPTUL AAAT3636;ok;819.00;819.00;+0.00%;1050.00;950.00;-9.52%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT3838;Ключ ріжковий односторонній (посилений) 38мм TOPTUL AAAT3838;ok;819.00;819.00;+0.00%;1050.00;950.00;-9.52%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT4141;Ключ ріжковий односторонній (посилений) 41мм TOPTUL AAAT4141;ok;1133.00;1133.00;+0.00%;1440.00;1310.00;-9.03%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT4646;Ключ ріжковий односторонній (посилений) 46мм TOPTUL AAAT4646;ok;1401.00;1401.00;+0.00%;1770.00;1620.00;-8.47%;15.21%;Рожковые ключи;Ні;*;Так;відсутній у фіді
AAAT5050;Ключ ріжковий односторонній (посилений) 50мм TOPTUL AAAT5050;ok;1690.00;1690.00;+0.00%;2130.00;1950.00;-8.45%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT5555;Ключ ріжковий односторонній (посилений) 55мм TOPTUL AAAT5555;ok;2358.00;2358.00;+0.00%;2960.00;2720.00;-8.11%;15.21%;Рожковые ключи;Так;*;Ні;
AAAT6060;Ключ ріжковий односторонній (посилений) 60мм TOPTUL AAAT6060;ok;2358.00;2358.00;+0.00%;2960.00;2720.00;-8.11%;15.21%;Рожковые ключи;Так;*;Ні;
AAAU3030;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;1447.00;1447.00;+0.00%;1830.00;1670.00;-8.74%;15.08%;Накидные ключи;Так;*;Ні;
AAAU3232;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;1447.00;1447.00;+0.00%;1830.00;1670.00;-8.74%;15.08%;Накидные ключи;Так;*;Ні;
AAAU3636;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;1486.00;1486.00;+0.00%;1870.00;1720.00;-8.02%;15.08%;Накидные ключи;Так;*;Ні;
AAAU4141;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;1742.00;1742.00;+0.00%;2190.00;2010.00;-8.22%;15.08%;Накидные ключи;Так;*;Ні;
AAAU4646;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;2138.00;2138.00;+0.00%;2680.00;2470.00;-7.84%;15.08%;Накидные ключи;Так;*;Ні;
AAAU5050;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;2036.00;2036.00;+0.00%;2560.00;2350.00;-8.20%;15.08%;Накидные ключи;Так;*;Ні;
AAAU5555;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;2258.00;2258.00;+0.00%;2830.00;2600.00;-8.13%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAU6060;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;2149.00;2149.00;+0.00%;2700.00;2480.00;-8.15%;15.08%;Накидные ключи;Так;*;Ні;
AAAU6565;Ключ накидний односторонній (ударний під монтировку) кут 45°;ok;3517.00;3517.00;+0.00%;4400.00;4050.00;-7.95%;15.08%;Накидные ключи;Так;*;Ні;
AAAV2424;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1379.00;1379.00;+0.00%;1740.00;1590.00;-8.62%;15.08%;Накидные ключи;Так;*;Ні;
AAAV2727;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1379.00;1379.00;+0.00%;1740.00;1590.00;-8.62%;15.08%;Накидные ключи;Так;*;Ні;
AAAV3030;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1447.00;1447.00;+0.00%;1830.00;1670.00;-8.74%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAV3232;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1447.00;1447.00;+0.00%;1830.00;1670.00;-8.74%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAV3636;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1617.00;1617.00;+0.00%;2040.00;1870.00;-8.33%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAV3838;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1617.00;1617.00;+0.00%;2040.00;1870.00;-8.33%;15.08%;Накидные ключи;Так;*;Ні;
AAAV4141;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1890.00;1890.00;+0.00%;2380.00;2180.00;-8.40%;15.08%;Накидные ключи;Так;*;Ні;
AAAV4343;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;1798.00;1798.00;+0.00%;2260.00;2070.00;-8.41%;15.08%;Накидные ключи;Так;*;Ні;
AAAV4646;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;2224.00;2224.00;+0.00%;2790.00;2560.00;-8.24%;15.08%;Накидные ключи;Так;*;Ні;
AAAV5050;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;2100.00;2100.00;+0.00%;2640.00;2420.00;-8.33%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAV5555;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;2231.00;2231.00;+0.00%;2800.00;2570.00;-8.21%;15.08%;Накидные ключи;Ні;*;Так;відсутній у фіді
AAAV6060;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;2403.00;2403.00;+0.00%;3010.00;2770.00;-7.97%;15.08%;Накидные ключи;Так;*;Ні;
AAAV6565;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;3517.00;3517.00;+0.00%;4400.00;4050.00;-7.95%;15.08%;Накидные ключи;Так;*;Ні;
AAAV7070;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;3941.00;3941.00;+0.00%;4920.00;4540.00;-7.72%;15.08%;Накидные ключи;Так;*;Ні;
AAAV7575;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;6921.00;6921.00;+0.00%;8630.00;7970.00;-7.65%;15.08%;Накидные ключи;Так;*;Ні;
AAAV8080;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;7489.00;7489.00;+0.00%;9330.00;8620.00;-7.61%;15.08%;Накидные ключи;Так;*;Ні;
AAAV8585;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;7669.00;7669.00;+0.00%;9560.00;8830.00;-7.64%;15.08%;Накидные ключи;Так;*;Ні;
AAAV9090;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;8624.00;8624.00;+0.00%;10740.00;9930.00;-7.54%;15.08%;Накидные ключи;Так;*;Ні;
AAAV9595;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;9528.00;9528.00;+0.00%;11870.00;10970.00;-7.58%;15.08%;Накидные ключи;Так;*;Ні;
AAAVA0A0;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;9288.00;9288.00;+0.00%;11570.00;10690.00;-7.61%;15.08%;Накидные ключи;Так;*;Ні;
AAAVA5A5;Ключ накидний односторонній (ударний під подовжувач) кут 45°;ok;9828.00;9828.00;+0.00%;12240.00;11320.00;-7.52%;15.08%;Накидные ключи;Так;*;Ні;
AAAW0808V4;Ключ накидний односторонній (кут 75°) 8мм 1000V VDE TOPTUL A;ok;742.00;742.00;+0.00%;950.00;860.00;-9.47%;15.08%;Накидные ключи;Так;*;Ні;
AAAW0909V4;Ключ накидний односторонній (кут 75°) 9мм 1000V VDE TOPTUL A;ok;743.00;743.00;+0.00%;950.00;860.00;-9.47%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1010V4;Ключ накидний односторонній (кут 75°) 10мм 1000V VDE TOPTUL ;ok;775.00;775.00;+0.00%;990.00;900.00;-9.09%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1111V4;Ключ накидний односторонній (кут 75°) 11мм 1000V VDE TOPTUL ;ok;808.00;808.00;+0.00%;1030.00;930.00;-9.71%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1212V4;Ключ накидний односторонній (кут 75°) 12мм 1000V VDE TOPTUL ;ok;808.00;808.00;+0.00%;1030.00;930.00;-9.71%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1313V4;Ключ накидний односторонній (кут 75°) 13мм 1000V VDE TOPTUL ;ok;880.00;880.00;+0.00%;1120.00;1020.00;-8.93%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1414V4;Ключ накидний односторонній (кут 75°) 14мм 1000V VDE TOPTUL ;ok;880.00;880.00;+0.00%;1120.00;1020.00;-8.93%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1515V4;Ключ накидний односторонній (кут 75°) 15мм 1000V VDE TOPTUL ;ok;978.00;978.00;+0.00%;1240.00;1130.00;-8.87%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1616V4;Ключ накидний односторонній (кут 75°) 16мм 1000V VDE TOPTUL ;ok;979.00;979.00;+0.00%;1240.00;1130.00;-8.87%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1717V4;Ключ накидний односторонній (кут 75°) 17мм 1000V VDE TOPTUL ;ok;979.00;979.00;+0.00%;1240.00;1130.00;-8.87%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1818V4;Ключ накидний односторонній (кут 75°) 18мм 1000V VDE TOPTUL ;ok;1128.00;1128.00;+0.00%;1430.00;1300.00;-9.09%;15.08%;Накидные ключи;Так;*;Ні;
AAAW1919V4;Ключ накидний односторонній (кут 75°) 19мм 1000V VDE TOPTUL ;ok;1128.00;1128.00;+0.00%;1430.00;1300.00;-9.09%;15.08%;Накидные ключи;Так;*;Ні;
AAAW2121V4;Ключ накидний односторонній (кут 75°) 21мм 1000V VDE TOPTUL ;ok;1239.00;1239.00;+0.00%;1570.00;1430.00;-8.92%;15.08%;Накидные ключи;Так;*;Ні;
AAAW2222V4;Ключ накидний односторонній (кут 75°) 22мм 1000V VDE TOPTUL ;ok;1245.00;1245.00;+0.00%;1570.00;1440.00;-8.28%;15.08%;Накидные ключи;Так;*;Ні;
AAAW2424V4;Ключ накидний односторонній (кут 75°) 24мм 1000V VDE TOPTUL ;ok;1471.00;1471.00;+0.00%;1860.00;1700.00;-8.60%;15.08%;Накидные ключи;Так;*;Ні;
AAEA2121;Ключ комбінований подовжений 21мм TOPTUL AAEA2121;ok;286.00;286.00;+0.00%;380.00;330.00;-13.16%;15.21%;Комбинированные ключи;Так;*;Ні;
AAEA2222;Ключ комбінований подовжений 22мм TOPTUL AAEA2222;ok;317.00;317.00;+0.00%;420.00;370.00;-11.90%;15.21%;Комбинированные ключи;Так;*;Ні;
AAEA2424;Ключ комбінований подовжений 24мм TOPTUL AAEA2424;ok;391.00;391.00;+0.00%;510.00;460.00;-9.80%;15.21%;Комбинированные ключи;Так;*;Ні;
AAEB0606;Ключ комбінований 6мм TOPTUL AAEB0606;ok;77.00;77.00;+0.00%;120.00;90.00;-25.00%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 25.0%
AAEB0707;Ключ комбінований 7мм TOPTUL AAEB0707;ok;77.00;77.00;+0.00%;120.00;90.00;-25.00%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 25.0%
AAEB0808;Ключ комбінований 8мм TOPTUL AAEB0808;ok;85.00;85.00;+0.00%;130.00;100.00;-23.08%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 23.1%
AAEB0909;Ключ комбінований 9мм TOPTUL AAEB0909;ok;92.00;92.00;+0.00%;140.00;110.00;-21.43%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 21.4%
AAEB1010;Ключ комбінований 10мм TOPTUL AAEB1010;ok;92.00;92.00;+0.00%;220.00;110.00;-50.00%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 50.0%
AAEB1111;Ключ комбінований 11мм TOPTUL AAEB1111;ok;101.00;101.00;+0.00%;150.00;120.00;-20.00%;15.21%;Комбинированные ключи;Так;*;Так;подешевшало на 20.0%
AAEB1212;Ключ комбінований 12мм TOPTUL AAEB1212;ok;118.00;118.00;+0.00%;170.00;140.00;-17.65%;15.21%;Комбинированные ключи;Так;*;Ні;
