cat	catName	code	attr	type	source	value	sku
9628	Засоби для орального сексу	15765	Смак	select	db	без смаку	SO2533
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO2533
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO2387
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO2387
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	3	SO2387
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO2387
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	мос, тис, шовк	SO3018
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO3018
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO2700
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO2700
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO2700
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO2700
9632	Олія для еротичного масажу	15754	Їстівна формула	select	binary		SO2700
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO2700
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO2700
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO2700
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO2700
9632	Олія для еротичного масажу	15743	Стать	select	none		SO2700
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	100	SO2700
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO2700
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SO2700
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO2700
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO2700
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO2700
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO2700
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO4874
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO4874
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO4874
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO4874
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO4874
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO4874
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO4874
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO4874
9632	Олія для еротичного масажу	15743	Стать	select	none		SO4874
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	150	SO4874
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4874
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SO4874
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO4874
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO4874
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO4874
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO4874
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO4495
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4495
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4495
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4495
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO2385
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO2385
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	3	SO2385
