sku	причина	rz_id	категорія	характеристик постачальника	характеристик після фільтрів	характеристики	назва
1013898706	менше 3 характеристик	4668907	Імбусові ключі	2	2	Бренд | Тип ключа	Набір ключів шестигранних із кулею довгих 9 од. Стандарт (HKS0903)
1013898793	менше 3 характеристик	4644008	Тестери і вимірники автомобільні	2	2	Бренд | Гарантійний термін	Стробоскоп для встановлення запалювання Trisco (DA-3100D)
1013898802	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Рассухариватель універсальний з ручкою Харків-1 Без бренда (РАС-УР)
1013898806	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач 3-х лапый кований середній Харків Без бренда (СК4ЛКОВСР)
1013899466	менше 3 характеристик	4668961	Інструмент для змащувальних матеріалів	1	1	Бренд	Наконечник для мастильного шприца з кульковим клапаном G.I. KRAFT G.I.Kraft (K-405H)
1013899504	менше 3 характеристик	4654244	Ендоскопи автомобільні	2	2	Бренд | Гарантійний термін	Лінза 45° до ендоскопа JJAU0418 Toptul (JLAB0445)
1013899523	менше 3 характеристик	4670626	Аксесуари та супутні товари для зварювального устаткування	2	2	Бренд | Гарантія	Трикутна шайба для спотера 20 шт. G.I. KRAFT G.I.Kraft (GI12153)
1013899525	менше 3 характеристик	4674549	Пневматичні багатофункціональні інструменти	2	2	Бренд | Тип пилососибірника	Мішок до пневмопылесосу GDAE0701 Toptul (KBEB0070)
1013899529	менше 3 характеристик	4674516	Витратні матеріали для шиномонтажу	1	1	Бренд	Шило для шиномонтажа Airkraft (STR-39-3)
1013899552	менше 3 характеристик	3510478	Мітчики та плашки	2	2	Бренд | Тип	Развертка промежуточного вала Газель 406ДВС Харьков Без бренда (РАЗВПРВ-Г)
1013899578	менше 3 характеристик	4630800	Ремонтні комплекти кермових механізмів	1	1	Бренд	Ключ для підтягування рейки ВАЗ 2108-2109 Харків-1 Без бренда (КПРЕЙ08МС)
1013899579	менше 3 характеристик	4654188	Рихтувальне обладнання	2	2	Бренд | Розмір	Пристосування для рихтування кузова автомобіля Toptul (JFBG0212)
1013899590	менше 3 характеристик	4644008	Тестери і вимірники автомобільні	2	2	Бренд | Гарантійний термін	Індикатор якості суміші ІКС Без бренда (ИКС)
1013899593	менше 3 характеристик	4660202	Кримпери	2	2	Бренд | Тип інструмента	Кримпер для обтискання та зняття ізоляції 8.5" Стандарт (PLM0850)
1013899595	менше 3 характеристик	155293	Пускозарядні пристрої	2	2	Бренд | Тип	Пусковий зарядний пристрій 12/24 V 3600A 380V G.I.Kraft (GI35115)
1013899609	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач 2-лапий рильс No5 160х170 мм Стандарт (SK2R5)
1013899612	менше 3 характеристик	4654188	Рихтувальне обладнання	2	2	Бренд | Розмір	Пристосування для рихтування автомобіля Toptul (JFBJ0108)
1013899619	менше 3 характеристик	155534	Універсальні мийки	1	1	Бренд	Ванна для миття деталей 75 л TORIN (TRG4001-20)
1013899621	менше 3 характеристик	307032	Анемометри	1	1	Бренд	Манометр для шин металевий корпус Airkraft (SDG-5243)
1013899629	менше 3 характеристик	154981	Фарбопульти	1	2	Бренд | Тип	Ремонтний комплект для краскопультів H-2000P Auarita (RK-H-2000P)
1013899639	менше 3 характеристик	4668943	Ключі розрізні	2	2	Бренд | Гарантійний термін	Ключ прокачки 10х12мм зажимний СНГ Без бренда (ПР1012В)
